,Year,Period,State,State ANSI,Data Item,Value
116,2019,MARKETING YEAR,TEXAS,48,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.2
75,2020,MARKETING YEAR,TEXAS,48,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.52
34,2021,MARKETING YEAR,TEXAS,48,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.0
1037,1997,MARKETING YEAR,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.05
996,1998,MARKETING YEAR,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.45
955,1999,MARKETING YEAR,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.36
914,2000,MARKETING YEAR,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.61
873,2001,MARKETING YEAR,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.85
832,2002,MARKETING YEAR,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.18
791,2003,MARKETING YEAR,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.99
750,2004,MARKETING YEAR,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.56
709,2005,MARKETING YEAR,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.77
668,2006,MARKETING YEAR,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.29
627,2007,MARKETING YEAR,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.18
586,2008,MARKETING YEAR,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.4
545,2009,MARKETING YEAR,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.52
504,2010,MARKETING YEAR,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.75
463,2011,MARKETING YEAR,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.97
422,2012,MARKETING YEAR,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.59
381,2013,MARKETING YEAR,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.47
340,2014,MARKETING YEAR,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.13
299,2015,MARKETING YEAR,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.68
258,2016,MARKETING YEAR,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.87
216,2017,MARKETING YEAR,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.96
166,2018,MARKETING YEAR,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.31
117,2019,MARKETING YEAR,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.3
76,2020,MARKETING YEAR,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.35
35,2021,MARKETING YEAR,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.0
1038,1997,MARKETING YEAR,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.69
997,1998,MARKETING YEAR,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.24
956,1999,MARKETING YEAR,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.15
915,2000,MARKETING YEAR,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.02
874,2001,MARKETING YEAR,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.14
833,2002,MARKETING YEAR,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.73
792,2003,MARKETING YEAR,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.57
751,2004,MARKETING YEAR,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.17
710,2005,MARKETING YEAR,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.14
669,2006,MARKETING YEAR,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.07
628,2007,MARKETING YEAR,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.39
587,2008,MARKETING YEAR,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.51
546,2009,MARKETING YEAR,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.66
505,2010,MARKETING YEAR,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.54
464,2011,MARKETING YEAR,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.58
423,2012,MARKETING YEAR,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.3
382,2013,MARKETING YEAR,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.8
341,2014,MARKETING YEAR,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.9
300,2015,MARKETING YEAR,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.05
259,2016,MARKETING YEAR,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.0
218,2017,MARKETING YEAR,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.96
168,2018,MARKETING YEAR,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.06
118,2019,MARKETING YEAR,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.1
77,2020,MARKETING YEAR,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.1
36,2021,MARKETING YEAR,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.7
1039,1997,MARKETING YEAR,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.0
998,1998,MARKETING YEAR,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.45
957,1999,MARKETING YEAR,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.33
916,2000,MARKETING YEAR,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.53
875,2001,MARKETING YEAR,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.56
834,2002,MARKETING YEAR,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.84
793,2003,MARKETING YEAR,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.0
752,2004,MARKETING YEAR,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.97
711,2005,MARKETING YEAR,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.81
670,2006,MARKETING YEAR,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.72
629,2007,MARKETING YEAR,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.5
588,2008,MARKETING YEAR,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.56
547,2009,MARKETING YEAR,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.59
506,2010,MARKETING YEAR,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.08
465,2011,MARKETING YEAR,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.22
424,2012,MARKETING YEAR,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.69
383,2013,MARKETING YEAR,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.29
342,2014,MARKETING YEAR,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.9
301,2015,MARKETING YEAR,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.3
260,2016,MARKETING YEAR,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.71
219,2017,MARKETING YEAR,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.05
169,2018,MARKETING YEAR,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.11
119,2019,MARKETING YEAR,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.13
78,2020,MARKETING YEAR,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.7
37,2021,MARKETING YEAR,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.8
1040,1997,MARKETING YEAR,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.8
999,1998,MARKETING YEAR,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.3
958,1999,MARKETING YEAR,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.41
917,2000,MARKETING YEAR,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.08
876,2001,MARKETING YEAR,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.29
835,2002,MARKETING YEAR,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.85
794,2003,MARKETING YEAR,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.72
753,2004,MARKETING YEAR,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.2
712,2005,MARKETING YEAR,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.17
671,2006,MARKETING YEAR,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.57
630,2007,MARKETING YEAR,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.6
589,2008,MARKETING YEAR,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.34
548,2009,MARKETING YEAR,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.57
507,2010,MARKETING YEAR,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.75
466,2011,MARKETING YEAR,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.5
425,2012,MARKETING YEAR,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.2
384,2013,MARKETING YEAR,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.7
343,2014,MARKETING YEAR,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.85
302,2015,MARKETING YEAR,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.95
261,2016,MARKETING YEAR,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.9
220,2017,MARKETING YEAR,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.95
170,2018,MARKETING YEAR,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.08
120,2019,MARKETING YEAR,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.1
79,2020,MARKETING YEAR,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.7
38,2021,MARKETING YEAR,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.4
1041,1997,MARKETING YEAR,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.34
1000,1998,MARKETING YEAR,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.84
959,1999,MARKETING YEAR,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.77
918,2000,MARKETING YEAR,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.86
877,2001,MARKETING YEAR,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.97
836,2002,MARKETING YEAR,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.22
795,2003,MARKETING YEAR,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.35
754,2004,MARKETING YEAR,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.15
713,2005,MARKETING YEAR,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.94
672,2006,MARKETING YEAR,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.04
631,2007,MARKETING YEAR,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.11
590,2008,MARKETING YEAR,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.89
549,2009,MARKETING YEAR,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.57
508,2010,MARKETING YEAR,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.27
467,2011,MARKETING YEAR,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.02
426,2012,MARKETING YEAR,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.69
385,2013,MARKETING YEAR,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.38
344,2014,MARKETING YEAR,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.67
303,2015,MARKETING YEAR,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.46
262,2016,MARKETING YEAR,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.28
221,2017,MARKETING YEAR,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.3
171,2018,MARKETING YEAR,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.52
121,2019,MARKETING YEAR,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.43
80,2020,MARKETING YEAR,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.44
39,2021,MARKETING YEAR,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.2
1042,1997,MARKETING YEAR,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.52
1001,1998,MARKETING YEAR,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.0
960,1999,MARKETING YEAR,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.94
919,2000,MARKETING YEAR,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.02
878,2001,MARKETING YEAR,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.3
837,2002,MARKETING YEAR,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.6
796,2003,MARKETING YEAR,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.5
755,2004,MARKETING YEAR,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.48
714,2005,MARKETING YEAR,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.45
673,2006,MARKETING YEAR,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.64
632,2007,MARKETING YEAR,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.12
591,2008,MARKETING YEAR,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.25
550,2009,MARKETING YEAR,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.06
509,2010,MARKETING YEAR,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.31
468,2011,MARKETING YEAR,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.2
427,2012,MARKETING YEAR,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.05
386,2013,MARKETING YEAR,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.08
345,2014,MARKETING YEAR,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.8
304,2015,MARKETING YEAR,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.44
263,2016,MARKETING YEAR,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.39
222,2017,MARKETING YEAR,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.35
172,2018,MARKETING YEAR,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.69
122,2019,MARKETING YEAR,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.45
81,2020,MARKETING YEAR,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.95
40,2021,MARKETING YEAR,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.25
